chr,start,end,name,score,strand,common_name,sample
chrXV,944954,945654,YOR333C,100,-,YOR333C,yiming
chrXV,946005,946565,YOR335W-A,100,+,YOR335W-A,yiming
chrXV,949106,949770,YOR335C,100,-,ALA1,yiming
chrXV,949106,949770,YOR336W,100,+,KRE5,yiming
chrXV,953867,954341,YOR337W,100,+,TEA1,yiming
chrXV,956620,956895,YOR338W,100,+,YOR338W,yiming
chrXV,958829,959199,YOR339C,100,-,UBC11,yiming
chrXV,960179,960879,YOR340C,100,-,RPA43,yiming
chrXV,960284,960984,YOR341W,100,+,RPA190,yiming
chrXV,967622,968145,YOR342C,100,-,YOR342C,yiming
chrXV,968471,969171,YOR343C,100,-,YOR343C,yiming
chrXV,969875,970575,YOR343W-A,100,+,YOR343W-A,yiming
chrXV,969875,970575,YOR343W-B,100,+,YOR343W-B,yiming
chrXV,978066,978766,YOR344C,100,-,TYE7,yiming
chrXV,981125,981825,YOR346W,100,+,REV1,yiming
chrXV,982159,982859,YOR345C,100,-,YOR345C,yiming
chrXV,986459,986896,YOR347C,100,-,PYK2,yiming
chrXV,988779,989479,YOR348C,100,-,PUT4,yiming
chrXV,989086,989786,YOR349W,100,+,CIN1,yiming
chrXV,994852,995015,YOR350C,100,-,MNE1,yiming
chrXV,996508,997208,YOR351C,100,-,MEK1,yiming
chrXV,996510,997210,YOR352W,100,+,TFB6,yiming
chrXV,1000825,1001144,YOR353C,100,-,SOG2,yiming
chrXV,1003222,1003922,YOR354C,100,-,MSC6,yiming
chrXV,1004435,1005135,YOR355W,100,+,GDS1,yiming
chrXV,1006703,1007219,YOR356W,100,+,CIR2,yiming
chrXV,1009710,1010159,YOR357C,100,-,SNX3,yiming
chrXV,1009710,1010159,YOR358W,100,+,HAP5,yiming
chrXV,1010887,1011187,YOR359W,100,+,VTS1,yiming
chrXV,1014819,1015359,YOR360C,100,-,PDE2,yiming
chrXV,1017650,1017878,YOR361C,100,-,PRT1,yiming
chrXV,1018744,1019444,YOR362C,100,-,PRE10,yiming
chrXV,1023210,1023369,YOR363C,100,-,PIP2,yiming
chrXV,1023210,1023369,YOR364W,100,+,YOR364W,yiming
chrXV,1024554,1025254,YOR366W,100,+,YOR366W,yiming
chrXV,1025570,1026005,YOR365C,100,-,YOR365C,yiming
chrXV,1025607,1026005,YOR367W,100,+,SCP1,yiming
chrXV,1026607,1026841,YOR368W,100,+,RAD17,yiming
chrXV,1028623,1029181,YOR369C,100,-,RPS12,yiming
chrXV,1030992,1031487,YOR370C,100,-,MRS6,yiming
chrXV,1034180,1034805,YOR371C,100,-,GPB1,yiming
chrXV,1036469,1036832,YOR372C,100,-,NDD1,yiming
chrXV,1036469,1036832,YOR373W,100,+,NUD1,yiming
chrXV,1039387,1039838,YOR374W,100,+,ALD4,yiming
chrXV,1043040,1043189,YOR375C,100,-,GDH1,yiming
chrXV,1043040,1043189,YOR376W,100,+,YOR376W,yiming
chrXV,1044494,1045194,YOR376W-A,100,+,YOR376W-A,yiming
chrXV,1045524,1046224,YOR377W,100,+,ATF1,yiming
chrXV,1048809,1049509,YOR378W,100,+,AMF1,yiming
chrXV,1051062,1051288,YOR379C,100,-,YOR379C,yiming
chrXV,1051062,1051288,YOR380W,100,+,RDR1,yiming
chrXV,1054843,1055543,YOR381W,100,+,FRE3,yiming
chrXV,1057721,1058421,YOR381W-A,100,+,YOR381W-A,yiming
chrXV,1058829,1059529,YOR382W,100,+,FIT2,yiming
chrXV,1061053,1061562,YOR383C,100,-,FIT3,yiming
chrXV,1061053,1061562,YOR384W,100,+,FRE5,yiming
chrXV,1064341,1065041,YOR385W,100,+,YOR385W,yiming
chrXV,1066137,1066837,YOR386W,100,+,PHR1,yiming
chrXV,1070239,1070939,YOR387C,100,-,YOR387C,yiming
chrXV,1072921,1073621,YOR388C,100,-,FDH1,yiming
chrXV,1073511,1074211,YOR389W,100,+,YOR389W,yiming
chrXV,1076085,1076782,YOR390W,100,+,FEX1,yiming
chrXV,1079256,1079280,YOR391C,100,-,HSP33,yiming
chrXV,1079256,1079280,YOR392W,100,+,YOR392W,yiming
chrXV,1079723,1080274,YOR393W,100,+,ERR1,yiming
chrXV,1082016,1082716,YOR394W,100,+,PAU21,yiming
chrXV,1084367,1085067,YOR394C-A,100,-,YOR394C-A,yiming
chrXV,1084771,1085471,YOR396W,100,+,YRF1-8,yiming
chrXV,1090495,1091195,YOR396C-A,100,-,YOR396C-A,yiming
chrXVI,0,643,YPL283W-B,100,+,YPL283W-B,yiming
chrXVI,1125,1426,YPL283W-A,100,+,YPL283W-A,yiming
chrXVI,6007,6707,YPL283C,100,-,YRF1-7,yiming
chrXVI,8427,9127,YPL282C,100,-,PAU22,yiming
chrXVI,10870,11570,YPL281C,100,-,ERR2,yiming
chrXVI,11187,11887,YPL280W,100,+,HSP32,yiming
chrXVI,14355,15053,YPL279C,100,-,FEX2,yiming
chrXVI,15355,15405,YPL278C,100,-,YPL278C,yiming
chrXVI,16868,17568,YPL277C,100,-,YPL277C,yiming
chrXVI,17248,17948,YPL276W,100,+,YPL276W,yiming
chrXVI,17669,18369,unknown_3032,100,+,FDH2,yiming
chrXVI,22238,22938,YPL274W,100,+,SAM3,yiming
chrXVI,24701,25087,YPL273W,100,+,SAM4,yiming
chrXVI,28164,28864,YPL272C,100,-,PBI1,yiming
chrXVI,29379,30079,YPL271W,100,+,ATP15,yiming
chrXVI,30267,30482,YPL270W,100,+,MDL2,yiming
chrXVI,32803,33013,YPL269W,100,+,KAR9,yiming
chrXVI,34947,35236,YPL268W,100,+,PLC1,yiming
chrXVI,37845,38169,YPL267W,100,+,ACM1,yiming
chrXVI,38798,39121,YPL266W,100,+,DIM1,yiming
chrXVI,40343,41043,YPL265W,100,+,DIP5,yiming
chrXVI,44344,44551,YPL264C,100,-,YPL264C,yiming
chrXVI,46506,47206,YPL263C,100,-,KEL3,yiming
chrXVI,46636,47336,YPL262W,100,+,FUM1,yiming
chrXVI,48802,49303,unknown_3046,100,+,CUB1,yiming
chrXVI,49304,50004,YPL261C,100,-,YPL261C,yiming
chrXVI,52671,53371,YPL259C,100,-,APM1,yiming
chrXVI,55153,55853,YPL258C,100,-,THI21,yiming
chrXVI,56048,56748,YPL257W-A,100,+,YPL257W-A,yiming
chrXVI,56048,56748,YPL257W-B,100,+,YPL257W-B,yiming
chrXVI,62579,63279,YPL257W,100,+,YPL257W,yiming
chrXVI,66614,67314,YPL256C,100,-,CLN2,yiming
chrXVI,67025,67725,YPL255W,100,+,BBP1,yiming
chrXVI,68882,69485,YPL254W,100,+,HFI1,yiming
chrXVI,73006,73363,YPL253C,100,-,VIK1,yiming
chrXVI,73006,73625,YPL251W,100,+,YPL251W,yiming
chrXVI,73881,74309,YPL252C,100,-,YAH1,yiming
chrXVI,74719,75419,YPL250C,100,-,ATG41,yiming
chrXVI,75002,75702,YPL250W-A,100,+,YPL250W-A,yiming
chrXVI,76239,76669,YPL249C-A,100,-,RPL36B,yiming
chrXVI,79353,79711,YPL249C,100,-,GYP5,yiming
chrXVI,82356,82625,YPL248C,100,-,GAL4,yiming
chrXVI,84196,84509,YPL247C,100,-,YPL247C,yiming
chrXVI,85297,85586,YPL246C,100,-,RBD2,yiming
chrXVI,85297,85586,YPL245W,100,+,YPL245W,yiming
chrXVI,88033,88517,YPL244C,100,-,HUT1,yiming
chrXVI,88033,88517,YPL243W,100,+,SRP68,yiming
chrXVI,95109,95372,YPL242C,100,-,IQG1,yiming
chrXVI,96258,96496,YPL241C,100,-,CIN2,yiming
chrXVI,98625,99325,YPL240C,100,-,HSP82,yiming
chrXVI,98784,99484,YPL239W,100,+,YAR1,yiming
chrXVI,100086,100496,YPL237W,100,+,SUI3,yiming
chrXVI,100863,101563,YPL238C,100,-,YPL238C,yiming
chrXVI,102702,103232,YPL236C,100,-,ENV7,yiming
chrXVI,102702,103232,YPL235W,100,+,RVB2,yiming
chrXVI,105440,106140,YPL234C,100,-,VMA11,yiming
chrXVI,105472,106172,YPL233W,100,+,NSL1,yiming
chrXVI,106822,107275,YPL232W,100,+,SSO1,yiming
chrXVI,108147,108652,YPL231W,100,+,FAS2,yiming
chrXVI,114612,115312,YPL230W,100,+,USV1,yiming
chrXVI,116487,117067,YPL229W,100,+,YPL229W,yiming
chrXVI,117687,118382,YPL228W,100,+,CET1,yiming
chrXVI,121167,121767,YPL227C,100,-,ALG5,yiming
chrXVI,121167,121767,YPL226W,100,+,NEW1,yiming
chrXVI,125357,126006,YPL225W,100,+,YPL225W,yiming
chrXVI,128087,128631,YPL224C,100,-,MMT2,yiming
chrXVI,129137,129837,YPL223C,100,-,GRE1,yiming
chrXVI,129461,130161,YPL222W,100,+,FMP40,yiming
chrXVI,132114,132814,YPL222C-A,100,-,YPL222C-A,yiming
chrXVI,132342,133042,YPL221W,100,+,FLC1,yiming
chrXVI,135423,135789,YPL220W,100,+,RPL1A,yiming
chrXVI,136442,136749,YPL219W,100,+,PCL8,yiming
chrXVI,138227,138697,YPL218W,100,+,SAR1,yiming
chrXVI,143170,143820,YPL217C,100,-,BMS1,yiming
chrXVI,143170,143820,YPL216W,100,+,YPL216W,yiming
chrXVI,147128,147415,YPL215W,100,+,CBP3,yiming
chrXVI,150190,150613,YPL214C,100,-,THI6,yiming
chrXVI,150190,150613,YPL213W,100,+,LEA1,yiming
chrXVI,153148,153494,YPL212C,100,-,PUS1,yiming
chrXVI,153148,153494,YPL211W,100,+,NIP7,yiming
chrXVI,156211,156489,YPL210C,100,-,SRP72,yiming
chrXVI,157592,157841,YPL209C,100,-,IPL1,yiming
chrXVI,157592,157841,YPL208W,100,+,RKM1,yiming
chrXVI,159592,159908,YPL207W,100,+,TYW1,yiming
chrXVI,163596,163921,YPL206C,100,-,PGC1,yiming
chrXVI,164265,164275,YPL205C,100,-,YPL205C,yiming
chrXVI,164265,164275,YPL204W,100,+,HRR25,yiming
chrXVI,165759,166255,YPL203W,100,+,TPK2,yiming
chrXVI,169337,169769,YPL202C,100,-,AFT2,yiming
chrXVI,171154,171483,YPL201C,100,-,YIG1,yiming
chrXVI,171154,171483,YPL200W,100,+,CSM4,yiming
chrXVI,172754,173151,YPL199C,100,-,YPL199C,yiming
chrXVI,172754,173151,YPL198W,100,+,RPL7B,yiming
chrXVI,174755,175042,YPL197C,100,-,YPL197C,yiming
chrXVI,174755,175042,YPL196W,100,+,OXR1,yiming
chrXVI,175863,176222,YPL195W,100,+,APL5,yiming
chrXVI,179020,179276,YPL194W,100,+,DDC1,yiming
chrXVI,181114,181402,YPL193W,100,+,RSA1,yiming
chrXVI,183055,183596,YPL192C,100,-,PRM3,yiming
chrXVI,184678,185316,YPL191C,100,-,YPL191C,yiming
chrXVI,187724,188306,YPL190C,100,-,NAB3,yiming
chrXVI,188512,189153,YPL189C-A,100,-,COA2,yiming
chrXVI,188512,189153,YPL189W,100,+,GUP2,yiming
chrXVI,190982,191405,YPL188W,100,+,POS5,yiming
chrXVI,192947,193647,YPL187W,100,+,MF(ALPHA)1,yiming
chrXVI,194552,195252,YPL185W,100,+,YPL185W,yiming
chrXVI,195425,195949,YPL186C,100,-,UIP4,yiming
chrXVI,197787,198487,YPL184C,100,-,MRN1,yiming
chrXVI,198394,199094,YPL183W-A,100,+,RTC6,yiming
chrXVI,202535,203235,YPL183C,100,-,RTT10,yiming
chrXVI,202720,203420,YPL181W,100,+,CTI6,yiming
chrXVI,203688,204388,YPL182C,100,-,YPL182C,yiming
chrXVI,204940,205247,YPL180W,100,+,TCO89,yiming
chrXVI,207646,208156,YPL179W,100,+,PPQ1,yiming
chrXVI,211457,212157,YPL178W,100,+,CBC2,yiming
chrXVI,213961,214661,YPL177C,100,-,CUP9,yiming
chrXVI,218362,218629,YPL176C,100,-,TRE1,yiming
chrXVI,218362,218629,YPL175W,100,+,SPT14,yiming
chrXVI,222772,223142,YPL174C,100,-,NIP100,yiming
chrXVI,222772,223142,YPL173W,100,+,MRPL40,yiming
chrXVI,225740,226168,YPL172C,100,-,COX10,yiming
chrXVI,227370,228070,YPL171C,100,-,OYE3,yiming
chrXVI,227613,228313,YPL170W,100,+,DAP1,yiming
chrXVI,230837,231216,YPL169C,100,-,MEX67,yiming
chrXVI,230837,231216,YPL168W,100,+,MRX4,yiming
chrXVI,237106,237337,YPL167C,100,-,REV3,yiming
chrXVI,237106,237337,YPL166W,100,+,ATG29,yiming
chrXVI,239076,239349,YPL165C,100,-,SET6,yiming
chrXVI,241496,241917,YPL164C,100,-,MLH3,yiming
chrXVI,242699,243205,YPL163C,100,-,SVS1,yiming
chrXVI,244026,244318,YPL162C,100,-,YPL162C,yiming
chrXVI,246219,246919,YPL161C,100,-,BEM4,yiming
chrXVI,246289,246989,YPL160W,100,+,CDC60,yiming
chrXVI,251667,252033,YPL159C,100,-,PET20,yiming
chrXVI,254309,254813,YPL158C,100,-,AIM44,yiming
chrXVI,254309,254813,YPL157W,100,+,TGS1,yiming
chrXVI,256766,257215,YPL156C,100,-,PRM4,yiming
chrXVI,259335,259713,YPL155C,100,-,KIP2,yiming
chrXVI,260930,261630,YPL154C,100,-,PEP4,yiming
chrXVI,264191,264601,YPL153C,100,-,RAD53,yiming
chrXVI,264191,264601,YPL152W-A,100,+,YPL152W-A,yiming
chrXVI,264699,265027,YPL152W,100,+,RRD2,yiming
chrXVI,267534,268187,YPL151C,100,-,PRP46,yiming
chrXVI,267534,268187,YPL150W,100,+,YPL150W,yiming
chrXVI,270892,271309,YPL149W,100,+,ATG5,yiming
chrXVI,272814,273254,YPL148C,100,-,PPT2,yiming
chrXVI,272814,273254,YPL147W,100,+,PXA1,yiming
chrXVI,277528,278228,YPL146C,100,-,NOP53,yiming
chrXVI,279698,280398,YPL145C,100,-,KES1,yiming
chrXVI,279779,280479,YPL144W,100,+,POC4,yiming
chrXVI,281421,282121,YPL143W,100,+,RPL33A,yiming
chrXVI,283002,283463,YPL142C,100,-,YPL142C,yiming
chrXVI,286060,286760,YPL141C,100,-,FRK1,yiming
chrXVI,289033,289668,YPL140C,100,-,MKK2,yiming
chrXVI,291050,291365,YPL139C,100,-,UME1,yiming
chrXVI,292426,292816,YPL138C,100,-,SPP1,yiming
chrXVI,295585,296285,YPL136W,100,+,YPL136W,yiming
chrXVI,296646,297346,YPL137C,100,-,GIP3,yiming
chrXVI,296852,297552,YPL135W,100,+,ISU1,yiming
chrXVI,297850,298550,YPL135C-A,100,-,YPL135C-A,yiming
chrXVI,299502,299887,YPL134C,100,-,ODC1,yiming
chrXVI,301227,301715,YPL133C,100,-,RDS2,yiming
chrXVI,301227,301715,YPL132W,100,+,COX11,yiming
chrXVI,302617,303120,YPL131W,100,+,RPL5,yiming
chrXVI,304013,304386,YPL130W,100,+,SPO19,yiming
chrXVI,305057,305297,YPL129W,100,+,TAF14,yiming
chrXVI,308220,308827,YPL128C,100,-,TBF1,yiming
chrXVI,309603,310209,YPL127C,100,-,HHO1,yiming
chrXVI,309603,310209,YPL126W,100,+,NAN1,yiming
chrXVI,312899,313387,YPL125W,100,+,KAP120,yiming
chrXVI,316485,316754,YPL124W,100,+,SPC29,yiming
chrXVI,318944,319225,YPL123C,100,-,RNY1,yiming
chrXVI,320766,320961,YPL122C,100,-,TFB2,yiming
chrXVI,321629,322070,YPL121C,100,-,MEI5,yiming
chrXVI,321629,322070,YPL120W,100,+,VPS30,yiming
chrXVI,324286,324410,YPL119C-A,100,-,YPL119C-A,yiming
chrXVI,326263,326627,YPL119C,100,-,DBP1,yiming
chrXVI,326263,326627,YPL118W,100,+,MRP51,yiming
chrXVI,328729,329429,YPL117C,100,-,IDI1,yiming
chrXVI,328905,329605,YPL116W,100,+,HOS3,yiming
chrXVI,335485,335947,YPL115C,100,-,BEM3,yiming
chrXVI,335485,335947,YPL114W,100,+,YPL114W,yiming
chrXVI,337142,337435,YPL113C,100,-,YPL113C,yiming
chrXVI,338619,339319,YPL112C,100,-,PEX25,yiming
chrXVI,339243,339943,YPL111W,100,+,CAR1,yiming
chrXVI,344738,345263,YPL110C,100,-,GDE1,yiming
chrXVI,347388,348088,unknown_3208,100,-,MCO76,yiming
chrXVI,347743,348443,YPL108W,100,+,YPL108W,yiming
chrXVI,348949,349116,unknown_3210,100,+,DPC25,yiming
chrXVI,352272,352860,YPL106C,100,-,SSE1,yiming
chrXVI,355409,355697,YPL105C,100,-,SYH1,yiming
chrXVI,355409,355697,YPL104W,100,+,MSD1,yiming
chrXVI,359403,360000,YPL103C,100,-,FMP30,yiming
chrXVI,359506,360206,YPL101W,100,+,ELP4,yiming
chrXVI,360302,361002,YPL102C,100,-,YPL102C,yiming
chrXVI,361576,361869,YPL100W,100,+,ATG21,yiming
chrXVI,364065,364383,YPL099C,100,-,INA17,yiming
chrXVI,364724,364949,YPL098C,100,-,MGR2,yiming
chrXVI,364724,364949,YPL097W,100,+,MSY1,yiming
chrXVI,366732,366924,YPL096C-A,100,-,ERI1,yiming
chrXVI,366732,366924,YPL096W,100,+,PNG1,yiming
chrXVI,369438,369836,YPL095C,100,-,EEB1,yiming
chrXVI,370660,370975,YPL094C,100,-,SEC62,yiming
chrXVI,370660,370975,YPL093W,100,+,NOG1,yiming
chrXVI,373090,373790,YPL092W,100,+,SSU1,yiming
chrXVI,375166,375499,YPL091W,100,+,GLR1,yiming
chrXVI,378392,379092,YPL090C,100,-,RPS6A,yiming
chrXVI,381147,381847,YPL089C,100,-,RLM1,yiming
chrXVI,381262,381962,YPL088W,100,+,YPL088W,yiming
chrXVI,382990,383452,YPL087W,100,+,YDC1,yiming
chrXVI,386443,387064,YPL086C,100,-,ELP3,yiming
chrXVI,386443,387064,YPL085W,100,+,SEC16,yiming
chrXVI,393651,394035,YPL084W,100,+,BRO1,yiming
chrXVI,398102,398477,YPL083C,100,-,SEN54,yiming
chrXVI,404080,404780,YPL082C,100,-,MOT1,yiming
chrXVI,404247,404947,YPL081W,100,+,RPS9A,yiming
chrXVI,406495,406633,YPL080C,100,-,YPL080C,yiming
chrXVI,406495,406633,YPL079W,100,+,RPL21B,yiming
chrXVI,408741,409365,YPL078C,100,-,ATP4,yiming
chrXVI,410087,410440,YPL077C,100,-,YPL077C,yiming
chrXVI,410087,410440,YPL076W,100,+,GPI2,yiming
chrXVI,411551,412251,YPL075W,100,+,GCR1,yiming
chrXVI,415359,415760,YPL074W,100,+,YTA6,yiming
chrXVI,418024,418509,YPL072W,100,+,UBP16,yiming
chrXVI,418981,419681,YPL073C,100,-,YPL073C,yiming
chrXVI,420515,420945,YPL071C,100,-,YPL071C,yiming
chrXVI,420515,420945,YPL070W,100,+,MUK1,yiming
chrXVI,423889,424212,YPL069C,100,-,BTS1,yiming
chrXVI,425093,425248,YPL068C,100,-,YPL068C,yiming
chrXVI,425844,426230,unknown_3251,100,-,HTC1,yiming
chrXVI,425844,426230,YPL066W,100,+,RGL1,yiming
chrXVI,427669,427924,YPL065W,100,+,VPS28,yiming
chrXVI,429613,429936,YPL064C,100,-,CWC27,yiming
chrXVI,429613,429936,YPL063W,100,+,TIM50,yiming
chrXVI,431366,431892,YPL062W,100,+,YPL062W,yiming
chrXVI,432296,432585,YPL061W,100,+,ALD6,yiming
chrXVI,434087,434520,YPL060W,100,+,MFM1,yiming
chrXVI,442739,443439,YPL060C-A,100,-,YPL060C-A,yiming
chrXVI,443876,444576,YPL059W,100,+,GRX5,yiming
chrXVI,450374,451074,YPL058C,100,-,PDR12,yiming
chrXVI,453054,453427,YPL057C,100,-,SUR1,yiming
chrXVI,453732,453989,YPL056C,100,-,LCL1,yiming
chrXVI,454987,455687,YPL055C,100,-,LGE1,yiming
chrXVI,455056,455756,YPL054W,100,+,LEE1,yiming
chrXVI,458455,458796,YPL053C,100,-,KTR6,yiming
chrXVI,458455,458796,YPL052W,100,+,OAZ1,yiming
chrXVI,459675,459960,YPL051W,100,+,ARL3,yiming
chrXVI,461963,462478,YPL050C,100,-,MNN9,yiming
chrXVI,463836,464398,YPL049C,100,-,DIG1,yiming
chrXVI,463836,464398,YPL048W,100,+,CAM1,yiming
chrXVI,465645,465959,YPL047W,100,+,SGF11,yiming
chrXVI,466940,467257,YPL046C,100,-,ELC1,yiming
chrXVI,466940,467257,YPL045W,100,+,VPS16,yiming
chrXVI,469653,469936,YPL043W,100,+,NOP4,yiming
chrXVI,470471,471171,YPL044C,100,-,YPL044C,yiming
chrXVI,474704,475115,YPL042C,100,-,SSN3,yiming
chrXVI,475738,475990,YPL041C,100,-,MRX11,yiming
chrXVI,478998,479222,YPL040C,100,-,ISM1,yiming
chrXVI,478998,479222,YPL039W,100,+,YPL039W,yiming
chrXVI,480172,480179,YPL038W-A,100,+,YPL038W-A,yiming
chrXVI,480370,480532,YPL038W,100,+,MET31,yiming
chrXVI,481898,482598,YPL037C,100,-,EGD1,yiming
chrXVI,482141,482841,YPL036W,100,+,PMA2,yiming
chrXVI,486010,486710,YPL034W,100,+,YPL034W,yiming
chrXVI,486909,487360,YPL035C,100,-,YPL035C,yiming
chrXVI,488205,488885,YPL033C,100,-,SRL4,yiming
chrXVI,491362,492016,YPL032C,100,-,SVL3,yiming
chrXVI,493035,493541,YPL031C,100,-,PHO85,yiming
chrXVI,493035,493541,YPL030W,100,+,TRM44,yiming
chrXVI,495244,495504,YPL029W,100,+,SUV3,yiming
chrXVI,497717,498094,YPL028W,100,+,ERG10,yiming
chrXVI,499290,499663,YPL027W,100,+,SMA1,yiming
chrXVI,502181,502471,YPL026C,100,-,SKS1,yiming
chrXVI,503028,503515,YPL025C,100,-,YPL025C,yiming
chrXVI,503028,503515,YPL024W,100,+,RMI1,yiming
chrXVI,506310,506695,YPL023C,100,-,MET12,yiming
chrXVI,506310,506695,YPL022W,100,+,RAD1,yiming
chrXVI,510399,511099,YPL021W,100,+,ECM23,yiming
chrXVI,514176,514509,YPL020C,100,-,ULP1,yiming
chrXVI,517016,517649,YPL019C,100,-,VTC3,yiming
chrXVI,517016,517649,YPL018W,100,+,CTF19,yiming
chrXVI,520231,520931,YPL017C,100,-,IRC15,yiming
chrXVI,520311,521011,YPL016W,100,+,SWI1,yiming
chrXVI,526880,527544,YPL015C,100,-,HST2,yiming
chrXVI,526880,527544,YPL014W,100,+,CIP1,yiming
chrXVI,529347,529720,YPL013C,100,-,MRPS16,yiming
chrXVI,529347,529720,YPL012W,100,+,RRP12,yiming
chrXVI,534700,535015,YPL011C,100,-,TAF3,yiming
chrXVI,534700,535015,YPL010W,100,+,RET3,yiming
chrXVI,538933,539382,YPL009C,100,-,RQC2,yiming
chrXVI,538933,539382,YPL008W,100,+,CHL1,yiming
chrXVI,543845,544545,YPL007C,100,-,TFC8,yiming
chrXVI,543928,544628,YPL006W,100,+,NCR1,yiming
chrXVI,548140,548483,YPL005W,100,+,AEP3,yiming
chrXVI,551654,552017,YPL004C,100,-,LSP1,yiming
chrXVI,551654,552017,YPL003W,100,+,ULA1,yiming
chrXVI,554325,554602,YPL002C,100,-,SNF8,yiming
chrXVI,554325,554602,YPL001W,100,+,HAT1,yiming
chrXVI,555726,556374,YPR001W,100,+,CIT3,yiming
chrXVI,557834,558382,YPR002W,100,+,PDH1,yiming
chrXVI,560763,561463,YPR002C-A,100,-,YPR002C-A,yiming
chrXVI,563765,564004,YPR003C,100,-,YPR003C,yiming
chrXVI,565038,565738,YPR004C,100,-,AIM45,yiming
chrXVI,566668,567266,YPR005C,100,-,HAL1,yiming
chrXVI,568993,569333,YPR006C,100,-,ICL2,yiming
chrXVI,571375,572075,YPR007C,100,-,REC8,yiming
chrXVI,572315,573015,YPR008W,100,+,HAA1,yiming
chrXVI,575849,576549,YPR009W,100,+,SUT2,yiming
chrXVI,581193,581893,YPR010C,100,-,RPA135,yiming
chrXVI,582731,583059,unknown_3331,100,-,MIN8,yiming
chrXVI,584039,584306,unknown_3332,100,-,MRX21,yiming
chrXVI,584039,584306,YPR012W,100,+,YPR012W,yiming
chrXVI,585582,586282,YPR013C,100,-,CMR3,yiming
chrXVI,587515,588215,YPR014C,100,-,YPR014C,yiming
chrXVI,591023,591723,YPR015C,100,-,YPR015C,yiming
chrXVI,593066,593093,YPR016C,100,-,TIF6,yiming
chrXVI,593066,593093,YPR016W-A,100,+,YPR016W-A,yiming
chrXVI,593914,594473,YPR017C,100,-,DSS4,yiming
chrXVI,593914,594473,YPR018W,100,+,RLF2,yiming
chrXVI,596293,596747,YPR019W,100,+,MCM4,yiming
chrXVI,599548,599867,YPR020W,100,+,ATP20,yiming
chrXVI,603354,603908,YPR021C,100,-,AGC1,yiming
chrXVI,607309,608009,YPR022C,100,-,SDD4,yiming
chrXVI,610028,610478,YPR023C,100,-,EAF3,yiming
chrXVI,610028,610478,YPR024W,100,+,YME1,yiming
chrXVI,614555,615255,YPR025C,100,-,CCL1,yiming
chrXVI,614676,615376,YPR026W,100,+,ATH1,yiming
chrXVI,621255,621955,YPR027C,100,-,YPR027C,yiming
chrXVI,622824,623524,YPR028W,100,+,YOP1,yiming
chrXVI,626964,627664,YPR029C,100,-,APL4,yiming
chrXVI,627177,627877,YPR030W,100,+,CSR2,yiming
chrXVI,631242,631512,YPR031W,100,+,NTO1,yiming
chrXVI,633758,634120,YPR032W,100,+,SRO7,yiming
chrXVI,639016,639522,YPR033C,100,-,HTS1,yiming
chrXVI,639016,639522,YPR034W,100,+,ARP7,yiming
chrXVI,641505,642205,YPR035W,100,+,GLN1,yiming
chrXVI,643317,643833,YPR036W,100,+,VMA13,yiming
chrXVI,645269,645947,YPR036W-A,100,+,SPO24,yiming
chrXVI,646150,646833,YPR038W,100,+,IRC16,yiming
chrXVI,646309,647009,YPR039W,100,+,YPR039W,yiming
chrXVI,647035,647302,YPR037C,100,-,ERV2,yiming
chrXVI,647192,647302,YPR040W,100,+,TIP41,yiming
chrXVI,648372,648701,YPR041W,100,+,TIF5,yiming
chrXVI,653659,654163,YPR042C,100,-,PUF2,yiming
chrXVI,653659,654163,YPR043W,100,+,RPL43A,yiming
chrXVI,654874,655137,YPR044C,100,-,YPR044C,yiming
chrXVI,656549,656796,YPR045C,100,-,THP3,yiming
chrXVI,656549,656796,YPR046W,100,+,MCM16,yiming
chrXVI,657341,657526,YPR047W,100,+,MSF1,yiming
chrXVI,658935,659179,YPR048W,100,+,TAH18,yiming
chrXVI,664670,664950,YPR049C,100,-,ATG11,yiming
chrXVI,664670,664957,YPR051W,100,+,MAK3,yiming
chrXVI,665363,665690,YPR050C,100,-,YPR050C,yiming
chrXVI,665971,666277,YPR052C,100,-,NHP6A,yiming
chrXVI,666240,666277,YPR053C,100,-,YPR053C,yiming
chrXVI,666240,666277,YPR054W,100,+,SMK1,yiming
chrXVI,667443,667673,YPR055W,100,+,SEC8,yiming
chrXVI,670870,671123,YPR056W,100,+,TFB4,yiming
chrXVI,672139,672468,YPR057W,100,+,BRR1,yiming
chrXVI,673493,673748,YPR058W,100,+,YMC1,yiming
chrXVI,674697,674858,YPR059C,100,-,YPR059C,yiming
chrXVI,675628,675974,YPR060C,100,-,ARO7,yiming
chrXVI,676879,677162,YPR061C,100,-,JID1,yiming
chrXVI,676879,677162,YPR062W,100,+,FCY1,yiming
chrXVI,678317,678948,YPR063C,100,-,YPR063C,yiming
chrXVI,678317,678948,YPR064W,100,+,YPR064W,yiming
chrXVI,679367,679690,YPR065W,100,+,ROX1,yiming
chrXVI,680796,681210,YPR066W,100,+,UBA3,yiming
chrXVI,682109,682217,YPR067W,100,+,ISA2,yiming
chrXVI,684350,684553,YPR068C,100,-,HOS1,yiming
chrXVI,685434,685895,YPR069C,100,-,SPE3,yiming
chrXVI,685434,685895,YPR070W,100,+,MED1,yiming
chrXVI,687595,688169,YPR071W,100,+,YPR071W,yiming
chrXVI,689404,690104,YPR072W,100,+,NOT5,yiming
chrXVI,692415,692793,YPR073C,100,-,LTP1,yiming
