chr,start,end,depth,strand,annotation,sample
chrVII,783958,783959,2,*,*,dsir4
chrVII,784052,784053,2,*,*,dsir4
chrVII,784095,784096,11,*,*,dsir4
chrVII,784590,784591,5,*,*,dsir4
chrVII,785320,785321,1,*,*,dsir4
chrVII,785344,785345,1,*,*,dsir4
chrVII,785364,785365,5,*,*,dsir4
chrVII,785373,785374,8,*,*,dsir4
chrVII,785383,785384,11,*,*,dsir4
chrVII,785389,785390,1,*,*,dsir4
chrVII,785389,785390,73,*,*,dsir4
chrVII,785411,785412,71,*,*,dsir4
chrVII,785413,785414,35,*,*,dsir4
chrVII,785445,785446,1,*,*,dsir4
chrVII,785482,785483,2,*,*,dsir4
chrVII,785484,785485,70,*,*,dsir4
chrVII,785513,785514,93,*,*,dsir4
chrVII,785513,785514,38,*,*,dsir4
chrVII,785527,785528,1,*,*,dsir4
chrVII,785542,785543,3,*,*,dsir4
chrVII,785542,785543,3,*,*,dsir4
chrVII,785547,785548,28,*,*,dsir4
chrVII,785553,785554,1,*,*,dsir4
chrVII,785557,785558,15,*,*,dsir4
chrVII,785561,785562,2,*,*,dsir4
chrVII,785571,785572,19,*,*,dsir4
chrVII,785572,785573,7,*,*,dsir4
chrVII,785595,785596,38,*,*,dsir4
chrVII,785600,785601,6,*,*,dsir4
chrVII,785604,785605,3,*,*,dsir4
chrVII,785605,785606,1,*,*,dsir4
chrVII,785605,785606,211,*,*,dsir4
chrVII,785620,785621,2,*,*,dsir4
chrVII,785631,785632,11,*,*,dsir4
chrVII,785647,785648,8,*,*,dsir4
chrVII,785648,785649,1,*,*,dsir4
chrVII,785678,785679,3,*,*,dsir4
chrVII,785686,785687,1,*,*,dsir4
chrVII,785686,785687,2,*,*,dsir4
chrVII,785719,785720,4,*,*,dsir4
chrVII,785730,785731,7,*,*,dsir4
chrVII,785737,785738,1,*,*,dsir4
chrVII,785804,785805,231,*,*,dsir4
chrVII,785841,785842,36,*,*,dsir4
chrVII,786139,786140,11,*,*,dsir4
chrVII,786184,786185,29,*,*,dsir4
chrVII,786480,786481,1,*,*,dsir4
chrVII,787046,787047,20,*,*,dsir4
chrVII,787051,787052,4,*,*,dsir4
chrVII,787054,787055,50,*,*,dsir4
chrVII,787057,787058,51,*,*,dsir4
chrVII,787068,787069,1,*,*,dsir4
chrVII,787152,787153,2,*,*,dsir4
chrVII,787209,787210,1,*,*,dsir4
chrVII,787478,787479,7,*,*,dsir4
chrVII,787582,787583,31,*,*,dsir4
chrVII,787907,787908,46,*,*,dsir4
chrVII,788256,788257,5,*,*,dsir4
chrVII,788271,788272,5,*,*,dsir4
chrVII,788301,788302,40,*,*,dsir4
chrVII,788352,788353,29,*,*,dsir4
chrVII,788352,788353,23,*,*,dsir4
chrVII,788352,788353,1,*,*,dsir4
chrVII,788356,788357,9,*,*,dsir4
chrVII,788360,788361,80,*,*,dsir4
chrVII,788432,788433,49,*,*,dsir4
chrVII,788445,788446,21,*,*,dsir4
chrVII,788454,788455,10,*,*,dsir4
chrVII,788550,788551,3,*,*,dsir4
chrVII,788563,788564,11,*,*,dsir4
chrVII,788576,788577,15,*,*,dsir4
chrVII,788584,788585,12,*,*,dsir4
chrVII,788668,788669,1,*,*,dsir4
chrVII,788693,788694,2,*,*,dsir4
chrVII,788697,788698,16,*,*,dsir4
chrVII,788739,788740,9,*,*,dsir4
chrVII,788760,788761,6,*,*,dsir4
chrVII,788764,788765,2,*,*,dsir4
chrVII,788766,788767,5,*,*,dsir4
chrVII,788794,788795,7,*,*,dsir4
chrVII,788814,788815,7,*,*,dsir4
chrVII,788826,788827,1,*,*,dsir4
chrVII,788831,788832,5,*,*,dsir4
chrVII,788866,788867,2,*,*,dsir4
chrVII,788902,788903,4,*,*,dsir4
chrVII,789493,789494,1,*,*,dsir4
chrVII,789567,789568,1,*,*,dsir4
chrVII,789780,789781,5,*,*,dsir4
chrVII,789800,789801,2,*,*,dsir4
chrVII,790311,790312,4,*,*,dsir4
chrVII,791407,791408,7,*,*,dsir4
chrVII,791421,791422,65,*,*,dsir4
chrVII,791423,791424,1,*,*,dsir4
chrVII,791492,791493,1,*,*,dsir4
chrVII,791494,791495,70,*,*,dsir4
chrVII,793121,793122,9,*,*,dsir4
chrVII,793518,793519,1,*,*,dsir4
chrVII,793518,793519,92,*,*,dsir4
chrVII,794164,794165,34,*,*,dsir4
chrVII,794406,794407,219,*,*,dsir4
chrVII,794522,794523,36,*,*,dsir4
chrVII,794526,794527,1,*,*,dsir4
chrVII,794979,794980,7,*,*,dsir4
chrVII,795030,795031,17,*,*,dsir4
chrVII,795116,795117,7,*,*,dsir4
chrVII,795174,795175,12,*,*,dsir4
chrVII,795631,795632,3,*,*,dsir4
chrVII,795640,795641,13,*,*,dsir4
chrVII,795666,795667,6,*,*,dsir4
chrVII,795683,795684,36,*,*,dsir4
chrVII,795706,795707,12,*,*,dsir4
chrVII,795717,795718,2,*,*,dsir4
chrVII,795742,795743,4,*,*,dsir4
chrVII,795781,795782,2,*,*,dsir4
chrVII,795782,795783,215,*,*,dsir4
chrVII,795894,795895,2,*,*,dsir4
chrVII,795995,795996,2,*,*,dsir4
chrVII,797114,797115,43,*,*,dsir4
chrVII,797297,797298,7,*,*,dsir4
chrVII,797772,797773,7,*,*,dsir4
chrVII,797976,797977,1,*,*,dsir4
chrVII,798018,798019,4,*,*,dsir4
chrVII,798071,798072,6,*,*,dsir4
chrVII,798083,798084,31,*,*,dsir4
chrVII,798178,798179,2,*,*,dsir4
chrVII,798195,798196,11,*,*,dsir4
chrVII,798201,798202,20,*,*,dsir4
chrVII,798207,798208,67,*,*,dsir4
chrVII,798212,798213,4,*,*,dsir4
chrVII,798226,798227,147,*,*,dsir4
chrVII,798226,798227,1,*,*,dsir4
chrVII,798232,798233,2,*,*,dsir4
chrVII,798232,798233,23,*,*,dsir4
chrVII,798275,798276,4,*,*,dsir4
chrVII,798276,798277,3,*,*,dsir4
chrVII,798281,798282,1,*,*,dsir4
chrVII,798281,798282,1,*,*,dsir4
chrVII,798308,798309,3,*,*,dsir4
chrVII,798331,798332,6,*,*,dsir4
chrVII,798337,798338,68,*,*,dsir4
chrVII,798338,798339,39,*,*,dsir4
chrVII,798351,798352,2,*,*,dsir4
chrVII,798356,798357,2,*,*,dsir4
chrVII,798358,798359,29,*,*,dsir4
chrVII,798391,798392,5,*,*,dsir4
chrVII,798410,798411,1,*,*,dsir4
chrVII,798419,798420,7,*,*,dsir4
chrVII,798420,798421,11,*,*,dsir4
chrVII,798436,798437,1,*,*,dsir4
chrVII,798481,798482,1,*,*,dsir4
chrVII,798611,798612,8,*,*,dsir4
chrVII,798901,798902,2,*,*,dsir4
chrVII,799047,799048,8,*,*,dsir4
chrVII,799238,799239,4,*,*,dsir4
chrVII,799279,799280,14,*,*,dsir4
chrVII,799726,799727,8,*,*,dsir4
chrVII,800029,800030,1,*,*,dsir4
chrVII,800185,800186,10,*,*,dsir4
chrVII,800226,800227,12,*,*,dsir4
chrVII,800226,800227,13,*,*,dsir4
chrVII,800296,800297,22,*,*,dsir4
chrVII,800299,800300,56,*,*,dsir4
chrVII,800313,800314,10,*,*,dsir4
chrVII,800351,800352,19,*,*,dsir4
chrVII,800355,800356,1,*,*,dsir4
chrVII,800619,800620,20,*,*,dsir4
chrVII,800827,800828,16,*,*,dsir4
chrVII,801087,801088,3,*,*,dsir4
chrVII,801557,801558,2,*,*,dsir4
chrVII,801557,801558,2,*,*,dsir4
chrVII,801557,801558,1,*,*,dsir4
chrVII,801557,801558,828,*,*,dsir4
chrVII,801578,801579,42,*,*,dsir4
chrVII,801612,801613,49,*,*,dsir4
chrVII,801802,801803,2,*,*,dsir4
chrVII,801821,801822,2,*,*,dsir4
chrVII,801829,801830,9,*,*,dsir4
chrVII,801957,801958,1,*,*,dsir4
chrVII,801979,801980,17,*,*,dsir4
chrVII,801990,801991,2,*,*,dsir4
chrVII,801994,801995,8,*,*,dsir4
chrVII,801996,801997,1,*,*,dsir4
chrVII,801999,802000,4,*,*,dsir4
chrVII,802003,802004,1,*,*,dsir4
chrVII,802041,802042,2,*,*,dsir4
chrVII,802082,802083,7,*,*,dsir4
chrVII,802111,802112,1,*,*,dsir4
chrVII,802115,802116,2,*,*,dsir4
chrVII,802142,802143,2,*,*,dsir4
chrVII,802161,802162,4,*,*,dsir4
chrVII,802162,802163,2,*,*,dsir4
chrVII,802162,802163,8,*,*,dsir4
chrVII,802226,802227,1,*,*,dsir4
chrVII,802251,802252,3,*,*,dsir4
chrVII,802498,802499,6,*,*,dsir4
chrVII,802644,802645,31,*,*,dsir4
chrVII,803122,803123,17,*,*,dsir4
chrVII,803183,803184,4,*,*,dsir4
chrVII,803303,803304,7,*,*,dsir4
chrVII,803543,803544,1,*,*,dsir4
chrVII,804358,804359,2,*,*,dsir4
chrVII,804735,804736,5,*,*,dsir4
chrVII,805116,805117,7,*,*,dsir4
chrVII,805350,805351,2,*,*,dsir4
chrVII,806147,806148,2,*,*,dsir4
chrVII,806171,806172,3,*,*,dsir4
chrVII,806281,806282,2,*,*,dsir4
chrVII,806818,806819,2,*,*,dsir4
chrVII,806910,806911,1,*,*,dsir4
chrVII,807823,807824,1,*,*,dsir4
chrVII,807969,807970,21,*,*,dsir4
chrVII,807969,807970,19,*,*,dsir4
chrVII,807973,807974,117,*,*,dsir4
chrVII,807975,807976,2,*,*,dsir4
chrVII,808525,808526,11,*,*,dsir4
chrVII,809216,809217,9,*,*,dsir4
chrVII,809319,809320,4,*,*,dsir4
chrVII,809349,809350,8,*,*,dsir4
chrVII,809583,809584,2,*,*,dsir4
chrVII,809598,809599,2,*,*,dsir4
chrVII,809623,809624,5,*,*,dsir4
chrVII,809632,809633,1,*,*,dsir4
chrVII,809713,809714,4,*,*,dsir4
chrVII,809714,809715,57,*,*,dsir4
chrVII,809748,809749,43,*,*,dsir4
chrVII,809748,809749,132,*,*,dsir4
chrVII,809759,809760,7,*,*,dsir4
chrVII,809760,809761,96,*,*,dsir4
chrVII,809799,809800,7,*,*,dsir4
chrVII,809813,809814,11,*,*,dsir4
chrVII,809823,809824,21,*,*,dsir4
chrVII,809826,809827,3,*,*,dsir4
chrVII,809832,809833,6,*,*,dsir4
chrVII,809841,809842,250,*,*,dsir4
chrVII,809844,809845,1,*,*,dsir4
chrVII,809844,809845,18,*,*,dsir4
chrVII,809857,809858,3,*,*,dsir4
chrVII,809857,809858,2,*,*,dsir4
chrVII,809858,809859,6,*,*,dsir4
chrVII,809871,809872,4,*,*,dsir4
chrVII,809881,809882,1,*,*,dsir4
chrVII,809887,809888,8,*,*,dsir4
chrVII,809890,809891,83,*,*,dsir4
chrVII,809890,809891,11,*,*,dsir4
chrVII,809901,809902,1,*,*,dsir4
chrVII,809901,809902,25,*,*,dsir4
chrVII,809915,809916,3,*,*,dsir4
chrVII,809946,809947,1,*,*,dsir4
chrVII,809948,809949,2,*,*,dsir4
chrVII,809951,809952,2,*,*,dsir4
chrVII,809961,809962,16,*,*,dsir4
chrVII,809964,809965,5,*,*,dsir4
chrVII,809964,809965,10,*,*,dsir4
chrVII,809972,809973,1,*,*,dsir4
chrVII,809977,809978,3,*,*,dsir4
chrVII,809985,809986,13,*,*,dsir4
chrVII,809985,809986,4,*,*,dsir4
chrVII,810006,810007,5,*,*,dsir4
chrVII,810028,810029,41,*,*,dsir4
chrVII,810034,810035,5,*,*,dsir4
chrVII,810037,810038,28,*,*,dsir4
chrVII,810042,810043,17,*,*,dsir4
chrVII,810091,810092,94,*,*,dsir4
chrVII,810093,810094,3,*,*,dsir4
chrVII,810114,810115,21,*,*,dsir4
chrVII,810136,810137,31,*,*,dsir4
chrVII,810136,810137,33,*,*,dsir4
chrVII,810140,810141,2,*,*,dsir4
chrVII,810150,810151,1,*,*,dsir4
chrVII,810244,810245,4,*,*,dsir4
chrVII,810797,810798,9,*,*,dsir4
chrVII,810801,810802,26,*,*,dsir4
chrVII,810849,810850,35,*,*,dsir4
chrVII,810849,810850,23,*,*,dsir4
chrVII,810959,810960,5,*,*,dsir4
chrVII,811075,811076,1,*,*,dsir4
chrVII,811304,811305,1,*,*,dsir4
chrVII,818015,818016,1,*,*,dsir4
chrVII,818742,818743,3,*,*,dsir4
chrVII,819733,819734,1,*,*,dsir4
chrVII,823375,823376,2,*,*,dsir4
chrVII,823575,823576,10,*,*,dsir4
chrVII,823602,823603,10,*,*,dsir4
chrVII,823613,823614,19,*,*,dsir4
chrVII,823631,823632,65,*,*,dsir4
chrVII,823684,823685,43,*,*,dsir4
chrVII,823755,823756,1,*,*,dsir4
chrVII,823756,823757,207,*,*,dsir4
chrVII,823770,823771,1,*,*,dsir4
chrVII,823801,823802,1,*,*,dsir4
chrVII,823802,823803,7,*,*,dsir4
chrVII,823804,823805,33,*,*,dsir4
chrVII,823807,823808,36,*,*,dsir4
chrVII,823816,823817,42,*,*,dsir4
chrVII,823827,823828,7,*,*,dsir4
chrVII,823861,823862,46,*,*,dsir4
chrVII,823863,823864,1,*,*,dsir4
chrVII,823865,823866,223,*,*,dsir4
chrVII,823882,823883,1,*,*,dsir4
chrVII,823884,823885,1,*,*,dsir4
chrVII,824329,824330,2,*,*,dsir4
chrVII,824776,824777,9,*,*,dsir4
chrVII,825294,825295,2,*,*,dsir4
chrVII,825398,825399,21,*,*,dsir4
chrVII,826801,826802,1,*,*,dsir4
chrVII,827010,827011,3,*,*,dsir4
chrVII,827127,827128,18,*,*,dsir4
chrVII,827164,827165,18,*,*,dsir4
chrVII,827261,827262,13,*,*,dsir4
chrVII,827376,827377,57,*,*,dsir4
chrVII,827431,827432,2,*,*,dsir4
chrVII,827902,827903,19,*,*,dsir4
chrVII,828439,828440,6,*,*,dsir4
chrVII,828508,828509,2,*,*,dsir4
chrVII,828893,828894,6,*,*,dsir4
chrVII,828896,828897,2,*,*,dsir4
chrVII,828896,828897,1,*,*,dsir4
chrVII,828904,828905,1,*,*,dsir4
chrVII,828930,828931,48,*,*,dsir4
chrVII,828944,828945,4,*,*,dsir4
chrVII,828952,828953,26,*,*,dsir4
chrVII,828956,828957,31,*,*,dsir4
chrVII,828964,828965,1,*,*,dsir4
chrVII,828991,828992,12,*,*,dsir4
chrVII,829140,829141,26,*,*,dsir4
chrVII,829189,829190,14,*,*,dsir4
chrVII,829190,829191,3,*,*,dsir4
chrVII,829205,829206,17,*,*,dsir4
chrVII,829219,829220,1,*,*,dsir4
chrVII,829286,829287,14,*,*,dsir4
chrVII,829423,829424,44,*,*,dsir4
chrVII,829491,829492,8,*,*,dsir4
chrVII,830277,830278,13,*,*,dsir4
chrVII,830311,830312,6,*,*,dsir4
chrVII,830315,830316,1,*,*,dsir4
chrVII,830316,830317,4,*,*,dsir4
chrVII,830712,830713,146,*,*,dsir4
chrVII,831111,831112,4,*,*,dsir4
chrVII,831119,831120,3,*,*,dsir4
chrVII,831130,831131,2,*,*,dsir4
chrVII,831181,831182,4,*,*,dsir4
chrVII,831407,831408,7,*,*,dsir4
chrVII,831881,831882,9,*,*,dsir4
chrVII,831894,831895,6,*,*,dsir4
chrVII,831898,831899,3,*,*,dsir4
chrVII,832319,832320,2,*,*,dsir4
chrVII,832330,832331,2,*,*,dsir4
chrVII,832378,832379,1,*,*,dsir4
chrVII,832782,832783,9,*,*,dsir4
chrVII,832796,832797,4,*,*,dsir4
chrVII,833294,833295,4,*,*,dsir4
chrVII,833491,833492,4,*,*,dsir4
chrVII,833660,833661,32,*,*,dsir4
chrVII,834003,834004,1,*,*,dsir4
chrVII,834701,834702,4,*,*,dsir4
chrVII,834702,834703,2,*,*,dsir4
chrVII,834702,834703,5,*,*,dsir4
chrVII,834978,834979,2,*,*,dsir4
chrVII,834990,834991,143,*,*,dsir4
chrVII,834992,834993,1,*,*,dsir4
chrVII,835098,835099,3,*,*,dsir4
chrVII,835186,835187,38,*,*,dsir4
chrVII,835252,835253,30,*,*,dsir4
chrVII,836462,836463,1,*,*,dsir4
chrVII,836707,836708,4,*,*,dsir4
chrVII,836745,836746,18,*,*,dsir4
chrVII,836755,836756,10,*,*,dsir4
chrVII,836764,836765,2,*,*,dsir4
chrVII,836779,836780,1,*,*,dsir4
chrVII,836785,836786,4,*,*,dsir4
chrVII,836801,836802,4,*,*,dsir4
chrVII,836812,836813,2,*,*,dsir4
chrVII,836815,836816,1,*,*,dsir4
chrVII,836827,836828,1,*,*,dsir4
chrVII,836840,836841,1,*,*,dsir4
chrVII,836934,836935,3,*,*,dsir4
chrVII,836990,836991,1,*,*,dsir4
chrVII,837017,837018,42,*,*,dsir4
chrVII,837021,837022,3,*,*,dsir4
chrVII,837228,837229,7,*,*,dsir4
chrVII,837355,837356,22,*,*,dsir4
chrVII,837520,837521,33,*,*,dsir4
chrVII,838038,838039,3,*,*,dsir4
chrVII,838507,838508,5,*,*,dsir4
chrVII,838846,838847,9,*,*,dsir4
chrVII,838994,838995,4,*,*,dsir4
chrVII,839434,839435,11,*,*,dsir4
chrVII,839556,839557,357,*,*,dsir4
chrVII,839800,839801,2,*,*,dsir4
chrVII,840002,840003,4,*,*,dsir4
chrVII,840383,840384,11,*,*,dsir4
chrVII,840470,840471,2,*,*,dsir4
chrVII,840539,840540,3,*,*,dsir4
chrVII,840539,840540,4,*,*,dsir4
chrVII,840544,840545,13,*,*,dsir4
chrVII,842096,842097,4,*,*,dsir4
chrVII,842280,842281,10,*,*,dsir4
chrVII,842434,842435,22,*,*,dsir4
chrVII,842569,842570,54,*,*,dsir4
chrVII,842576,842577,1,*,*,dsir4
chrVII,842597,842598,16,*,*,dsir4
chrVII,842597,842598,47,*,*,dsir4
chrVII,842707,842708,2,*,*,dsir4
chrVII,842823,842824,1,*,*,dsir4
chrVII,842855,842856,1,*,*,dsir4
chrVII,843161,843162,119,*,*,dsir4
chrVII,843289,843290,144,*,*,dsir4
chrVII,843291,843292,1,*,*,dsir4
chrVII,843667,843668,52,*,*,dsir4
chrVII,844658,844659,15,*,*,dsir4
chrVII,845129,845130,2,*,*,dsir4
chrVII,845161,845162,47,*,*,dsir4
chrVII,845319,845320,1,*,*,dsir4
chrVII,845319,845320,22,*,*,dsir4
chrVII,845393,845394,1,*,*,dsir4
chrVII,845400,845401,5,*,*,dsir4
chrVII,845428,845429,11,*,*,dsir4
chrVII,845498,845499,2,*,*,dsir4
chrVII,845541,845542,25,*,*,dsir4
chrVII,845726,845727,380,*,*,dsir4
chrVII,845765,845766,1,*,*,dsir4
chrVII,845766,845767,95,*,*,dsir4
chrVII,846043,846044,8,*,*,dsir4
chrVII,846139,846140,1,*,*,dsir4
chrVII,846149,846150,1,*,*,dsir4
chrVII,846337,846338,58,*,*,dsir4
chrVII,846355,846356,20,*,*,dsir4
chrVII,846368,846369,5,*,*,dsir4
chrVII,846384,846385,1,*,*,dsir4
chrVII,846399,846400,19,*,*,dsir4
chrVII,846415,846416,11,*,*,dsir4
chrVII,846464,846465,102,*,*,dsir4
chrVII,846476,846477,85,*,*,dsir4
chrVII,846675,846676,1,*,*,dsir4
chrVII,846851,846852,5,*,*,dsir4
chrVII,847919,847920,9,*,*,dsir4
chrVII,848115,848116,5,*,*,dsir4
chrVII,848328,848329,82,*,*,dsir4
chrVII,848331,848332,1,*,*,dsir4
chrVII,848385,848386,242,*,*,dsir4
chrVII,848473,848474,8,*,*,dsir4
chrVII,848475,848476,42,*,*,dsir4
chrVII,848487,848488,92,*,*,dsir4
chrVII,848497,848498,102,*,*,dsir4
chrVII,848497,848498,12,*,*,dsir4
chrVII,848500,848501,15,*,*,dsir4
chrVII,848581,848582,5,*,*,dsir4
chrVII,848627,848628,18,*,*,dsir4
chrVII,848671,848672,1,*,*,dsir4
chrVII,848733,848734,2,*,*,dsir4
chrVII,848739,848740,1,*,*,dsir4
chrVII,848744,848745,1,*,*,dsir4
chrVII,848747,848748,1,*,*,dsir4
chrVII,848765,848766,9,*,*,dsir4
chrVII,848811,848812,9,*,*,dsir4
chrVII,848831,848832,5,*,*,dsir4
chrVII,848842,848843,6,*,*,dsir4
chrVII,848843,848844,4,*,*,dsir4
chrVII,849221,849222,89,*,*,dsir4
chrVII,849497,849498,20,*,*,dsir4
chrVII,849521,849522,9,*,*,dsir4
chrVII,849534,849535,32,*,*,dsir4
chrVII,849565,849566,8,*,*,dsir4
chrVII,849625,849626,16,*,*,dsir4
chrVII,849891,849892,38,*,*,dsir4
chrVII,850127,850128,5,*,*,dsir4
chrVII,850507,850508,10,*,*,dsir4
chrVII,850607,850608,3,*,*,dsir4
chrVII,850860,850861,2,*,*,dsir4
chrVII,850865,850866,3,*,*,dsir4
chrVII,850873,850874,6,*,*,dsir4
chrVII,850913,850914,6,*,*,dsir4
chrVII,850915,850916,5,*,*,dsir4
chrVII,851062,851063,2,*,*,dsir4
chrVII,851155,851156,7,*,*,dsir4
chrVII,851227,851228,1,*,*,dsir4
chrVII,851394,851395,2,*,*,dsir4
chrVII,851694,851695,9,*,*,dsir4
chrVII,851938,851939,1,*,*,dsir4
chrVII,851984,851985,2,*,*,dsir4
chrVII,852707,852708,8,*,*,dsir4
chrVII,853231,853232,113,*,*,dsir4
chrVII,853471,853472,2,*,*,dsir4
chrVII,853485,853486,17,*,*,dsir4
chrVII,853485,853486,1,*,*,dsir4
chrVII,853531,853532,3,*,*,dsir4
chrVII,853630,853631,20,*,*,dsir4
chrVII,853654,853655,4,*,*,dsir4
chrVII,853989,853990,2,*,*,dsir4
chrVII,853989,853990,15,*,*,dsir4
chrVII,854289,854290,6,*,*,dsir4
chrVII,854649,854650,8,*,*,dsir4
chrVII,854662,854663,2,*,*,dsir4
chrVII,854808,854809,3,*,*,dsir4
chrVII,854966,854967,243,*,*,dsir4
chrVII,854974,854975,1,*,*,dsir4
chrVII,855109,855110,5,*,*,dsir4
chrVII,855116,855117,8,*,*,dsir4
chrVII,855217,855218,7,*,*,dsir4
chrVII,855302,855303,10,*,*,dsir4
chrVII,855946,855947,1,*,*,dsir4
chrVII,855954,855955,3,*,*,dsir4
chrVII,856196,856197,34,*,*,dsir4
chrVII,856233,856234,12,*,*,dsir4
chrVII,856307,856308,6,*,*,dsir4
chrVII,856340,856341,92,*,*,dsir4
chrVII,856345,856346,1,*,*,dsir4
chrVII,856395,856396,32,*,*,dsir4
chrVII,856400,856401,36,*,*,dsir4
chrVII,856400,856401,20,*,*,dsir4
chrVII,856423,856424,7,*,*,dsir4
chrVII,856441,856442,25,*,*,dsir4
chrVII,856454,856455,62,*,*,dsir4
chrVII,856459,856460,1,*,*,dsir4
chrVII,856461,856462,11,*,*,dsir4
chrVII,856476,856477,16,*,*,dsir4
chrVII,856485,856486,6,*,*,dsir4
chrVII,856490,856491,26,*,*,dsir4
chrVII,856500,856501,7,*,*,dsir4
chrVII,856503,856504,4,*,*,dsir4
chrVII,856569,856570,54,*,*,dsir4
chrVII,856610,856611,2,*,*,dsir4
chrVII,856625,856626,10,*,*,dsir4
chrVII,856729,856730,18,*,*,dsir4
chrVII,856738,856739,177,*,*,dsir4
chrVII,856749,856750,3,*,*,dsir4
chrVII,856762,856763,13,*,*,dsir4
chrVII,856769,856770,154,*,*,dsir4
chrVII,856959,856960,1,*,*,dsir4
chrVII,857019,857020,2,*,*,dsir4
chrVII,857025,857026,9,*,*,dsir4
chrVII,857041,857042,45,*,*,dsir4
chrVII,857123,857124,33,*,*,dsir4
chrVII,857131,857132,3,*,*,dsir4
chrVII,857245,857246,16,*,*,dsir4
chrVII,857245,857246,5,*,*,dsir4
chrVII,857252,857253,6,*,*,dsir4
chrVII,857275,857276,11,*,*,dsir4
chrVII,857282,857283,53,*,*,dsir4
chrVII,857306,857307,3,*,*,dsir4
chrVII,857331,857332,4,*,*,dsir4
chrVII,857418,857419,2,*,*,dsir4
chrVII,857431,857432,5,*,*,dsir4
chrVII,857435,857436,1,*,*,dsir4
chrVII,857468,857469,32,*,*,dsir4
chrVII,857515,857516,179,*,*,dsir4
chrVII,857549,857550,10,*,*,dsir4
chrVII,857563,857564,166,*,*,dsir4
chrVII,857572,857573,3,*,*,dsir4
chrVII,857573,857574,1,*,*,dsir4
chrVII,857578,857579,4,*,*,dsir4
chrVII,857600,857601,3,*,*,dsir4
chrVII,857663,857664,29,*,*,dsir4
chrVII,857786,857787,111,*,*,dsir4
chrVII,857891,857892,66,*,*,dsir4
chrVII,857903,857904,53,*,*,dsir4
chrVII,857925,857926,8,*,*,dsir4
chrVII,858085,858086,1,*,*,dsir4
chrVII,858108,858109,21,*,*,dsir4
chrVII,858111,858112,4,*,*,dsir4
chrVII,858122,858123,30,*,*,dsir4
chrVII,858177,858178,95,*,*,dsir4
chrVII,858185,858186,14,*,*,dsir4
chrVII,858193,858194,4,*,*,dsir4
chrVII,858214,858215,14,*,*,dsir4
chrVII,858602,858603,118,*,*,dsir4
chrVII,858644,858645,18,*,*,dsir4
chrVII,858644,858645,20,*,*,dsir4
chrVII,858747,858748,8,*,*,dsir4
chrVII,858871,858872,4,*,*,dsir4
chrVII,859092,859093,1,*,*,dsir4
chrVII,859194,859195,34,*,*,dsir4
chrVII,859491,859492,2,*,*,dsir4
chrVII,859493,859494,2,*,*,dsir4
chrVII,859555,859556,3,*,*,dsir4
chrVII,859568,859569,2,*,*,dsir4
chrVII,859569,859570,16,*,*,dsir4
chrVII,859593,859594,4,*,*,dsir4
chrVII,859595,859596,6,*,*,dsir4
chrVII,859600,859601,19,*,*,dsir4
chrVII,859605,859606,2,*,*,dsir4
chrVII,859624,859625,4,*,*,dsir4
chrVII,859635,859636,2,*,*,dsir4
chrVII,859720,859721,6,*,*,dsir4
chrVII,859724,859725,3,*,*,dsir4
chrVII,859771,859772,1,*,*,dsir4
chrVII,859772,859773,135,*,*,dsir4
chrVII,859775,859776,71,*,*,dsir4
chrVII,859914,859915,48,*,*,dsir4
chrVII,860901,860902,4,*,*,dsir4
chrVII,861153,861154,1,*,*,dsir4
chrVII,861221,861222,4,*,*,dsir4
chrVII,863029,863030,2,*,*,dsir4
chrVII,863956,863957,3,*,*,dsir4
chrVII,864601,864602,5,*,*,dsir4
chrVII,865732,865733,3,*,*,dsir4
chrVII,865826,865827,2,*,*,dsir4
chrVII,865876,865877,1,*,*,dsir4
chrVII,866252,866253,1,*,*,dsir4
chrVII,866253,866254,214,*,*,dsir4
chrVII,866269,866270,70,*,*,dsir4
chrVII,866275,866276,1,*,*,dsir4
chrVII,866290,866291,1,*,*,dsir4
chrVII,866291,866292,17,*,*,dsir4
chrVII,866460,866461,136,*,*,dsir4
chrVII,866474,866475,1,*,*,dsir4
chrVII,866474,866475,9,*,*,dsir4
chrVII,866509,866510,21,*,*,dsir4
chrVII,866854,866855,307,*,*,dsir4
chrVII,866892,866893,1,*,*,dsir4
chrVII,867125,867126,20,*,*,dsir4
chrVII,867590,867591,12,*,*,dsir4
chrVII,867591,867592,2,*,*,dsir4
chrVII,867645,867646,3,*,*,dsir4
chrVII,867695,867696,6,*,*,dsir4
chrVII,867713,867714,1,*,*,dsir4
chrVII,867915,867916,23,*,*,dsir4
chrVII,868418,868419,1,*,*,dsir4
chrVII,870578,870579,2,*,*,dsir4
chrVII,871137,871138,34,*,*,dsir4
chrVII,871516,871517,2,*,*,dsir4
chrVII,871548,871549,14,*,*,dsir4
chrVII,871661,871662,19,*,*,dsir4
chrVII,871664,871665,26,*,*,dsir4
chrVII,871728,871729,1,*,*,dsir4
chrVII,871875,871876,1,*,*,dsir4
chrVII,872519,872520,14,*,*,dsir4
chrVII,872746,872747,2,*,*,dsir4
chrVII,872849,872850,1,*,*,dsir4
chrVII,873502,873503,28,*,*,dsir4
chrVII,873868,873869,35,*,*,dsir4
chrVII,874079,874080,2,*,*,dsir4
chrVII,875109,875110,3,*,*,dsir4
chrVII,875249,875250,88,*,*,dsir4
chrVII,875271,875272,2,*,*,dsir4
